Horrible stay	20
One night stay	80
Good	79
Callaghan's is highly recommended	100
Beautiful hosts a very warm welcome from them , just perfect place to stay	100
Nice, but not what I consider Hilton standards	83
Excellent	88
We'd come back-with earplugs	88
Good	71
Not sure its worth the cost - Wifi cost PER DEVICE	54
Living history!	100
Good	71
Modern and Friendly	80
Typical Hampton Inn. Close to MSU and I-64	80
Highly recommended. Amazing experience.	100
Good resort but could be improved.	80
Wow Hurgada ! love this place “Jazz”	100
Lovely Service	80
Good location	63
Exceptional	100
Exceptional	100
Lovely welcoming heritage hotel.	83
A great experience. I would stay there again and recommend it to friends.	100
Comfy stay	92
Rundown, elevator barely worked had to use stairs, looks...	20
Very expensive	60
RECOMENDÁVEL !!!!	100
Not Fit for Purpose	46
Under Construction	40
Very nice hotel	88
Pet Lovers Look No Further	100
Hedonism II 2nd visit	100
Nothing possitive	40
Disappointing	46
Average stay..	60
The WORST HOTEL in Vegas	20
Good	75
Great location	83
Shangry la la la once again	100
Very Good	83
Excellent	88
Value for money and I will return	88
Good	79
Very Good	83
Wine wine wine	80
Enjoyed our stay...mostly	80
Lovely experience!	80
Good	75
June vacation	80
Good for only one night	63
Very clean room and modern -very helpful staff	100
Outstanding!	100
Worst place I've been!	20
Summer vacation	80
Friendly helpful staff,excellent food	88
Great price for a holiday weekend	79
Great find	100
Brilliant location and great staff	60
DIDN'T ENJOY IT AT ALL.	58
Fair	54
Excellent stay	100
Strategic  location.	63
Good guest house near a main road.	83
pleasant stay	100
A great family holiday at the canyamel park hotel & spa.	92
Nice Location and that's all	60
Exceptional	100
Value in the centre of Lisbon	92
Exceptionally friendly	100
Stay elsewhere....	20
Very good location and comfortable room	80
Unexpected visitors	60
Couldn't get the room dark at night	80
Very Good	83
A terrific hotel - great value, great location	100
Customer deceptive practices At it's finest	20
Wonderful	92
Relax in Greece	100
plesent and comfortable	83
Nice Location	63
Nothing special	40
Amazing place with value for money	100
Very nice hotel	80
Super large room	76
Good value and very pleasant	80
Perfect for an overnight family stay	83
Good value, a comfy stay.	96
Luxurious peace and quiet.	100
Nice hotel close the metro station	100
Great hotel next to shopping centre	60
Nice traditional Chinese hotel.	88
Fantastic stay in the heart of Victoria's Downtown	100
Good	75
Very nice!	80
TOP STAFF	80
Nice hotel, location ok	80
Exceptional	96
4th of July Vacation	80
Nice (warm) Hotel, a little over priced, would stay again.	92
Not worth the price tag.	33
Average	63
One night stay	80
Exactly what I wanted	100
Exceptional	100
Wow.  Just wow!	100
Not sure if the low cost was worth the stay.	75
Perfect airport hotel	100
Fair	50
Affordable luxury	100
A third visit	80
Loved our stay at Day's End Motel	100
Anniversery stay	100
Very Good	83
Grest breakfast	63
Nice stay however room for improvements	80
Ok for business overnight	58
Awesome hotel	92
Okay	58
Absolutely fabulous	100
We Left a day Early-Does That Give You a Clue?	20
Feeling ripped off... Nice hotel but inflexible management who spoiled my stay	20
Good	75
Good	75
Excellent	100
Brilliant stay	96
Affordable gem - take a risk, share a bathroom!	96
Bait and Switch	40
Pleasant	67
The best hotel	100
Very Good	83
Great get away	100
Good stay	83
Beautiful Historical Hotel with a lot of class.	88
Solo traveler in Nice	92
San Sebastian is a great place to visit	88
Good budget accommodation	83
Perfect location with charming staff	88
Good	79
Good	79
Best kids club!	100
A Nice place to stay. Family friendly.	75
Staff was very nice and friendly and the location was great but the rooms was a little out dated.	79
Good	71
Pleasant	67
Just what we needed	100
Great place, great value.	100
Exceptional	95
Do NOT get near this facility.	38
Smelly and Dank.	20
Good room, great location	100
Good relaxing time	100
Exceptional	100
Exceptional	100
Auberge Place D'Armes	100
One night stay	83
Perfect Night Market Location	100
Stay For the Breakfast Alone!	100
Excellent	100
Location	80
Definitely a 5 star hotel	96
Great little Hotel	80
Didn't make it past the front desk.	20
Pleasant	63
Unforgettable experience in a historic hotel	80
Not a good value, certainly not if your booking includes breakfast and diner.	71
Excellent location, good service, great value	80
Good family hotel	80
Average	60
Not worth the $$$	58
Nice restaurant, good service	100
Good	79
Good	79
One of the best hotels and rooms we've experienced in Europe.	100
Pleasantly surprised	79
Nice place to stay	80
A disappointment	40
Good	79
Okay	58
Country House retreat! We loved!!!	96
Not bad !	80
Viva! Havana	100
Faboulous Holiday at H10 Ocean Suites	100
DC vacation	100
Wonderful family suite for a great price!	100
Unique Excellence	100
Great hotel! Great location!	100
Pleasant	67
Good	71
Great accomodation and staff. Would recommend.	100
Great hotel	96
Good stay	60
Nice Hotel. Gets the job done.	80
super good, but...	80
Budapest trip	100
convenient for airport and tourists/centre	79
Rohnert park	20
Nice apartment!	80
Good family location close to parks.	83
Great	80
Beautiful property, management and service less so	100
Great hotel	96
Very nice view, good breakfast	80
Could be perfect, but	80
Rooms are big and the breakfast was sumptous	80
Brilliant	96
Great value for money	80
Beautiful island	100
Super convenient place to stay for shopping tour	84
Exceptional	100
Nice hotel when you get a good deal	79
Fantastic breakfast & drinks on the terrace with views of Etna.	96
Good	71
Okay.	71
Breakfast is very good	68
Would definitely recommend!	88
Dissatisfied. Only reason I stayed, I was able to park my truck.	25
Fantastic hotel and service	100
Not really a Marriott "resort" hotel	60
Easy to find and great for walking into Caterbury	100
Ideal location with access to everything we needed.	92
Cheap boutique hotel - and clean. Dont expect much though	75
Room Request	80
Nice hotel a little away from downtown	80
Would return!	100
Nice place	92
Exceptional	100
plazapark hotel	100
Lovely Private Property	100
The room extra clean, the washroom is clean and big, bed is comfy. Overall 5 stars :)	100
Excellent	100
Excellent room for the price.	67
Business	100
Exceptional	100
Really Nice Stay	80
Our 2 week holiday.	60
Close to the mall,  restaurants	100
Afternoon Tea	100
Wonderful	92
Steps from Thomas Wolfe House	100
Quiet and central to all your holiday or business stays	100
Not a do over	54
Passing Through	80
Tranquil place to stay with friendly staff	83
Nice place to stay	100
Good value Fantastic Location	80
Perfect base to explore rural Sicily	100
Good stay	100
Very Good	83
Basic accommondation but overall ok.	58
I would stay again	100
Great hotel,pool at a budget price	92
Value for money	92
Okay	58
Pleasant Stay	96
Above and beyond customer service	100
Wonderful	92
Avoid stay in this hotel	29
An excellent hotel	100
Friendly and comfortable	80
Great place for a vacation at the Beach!	92
Good	71
Not the best	60
Benidorm weekender.	92
Nice hotel with fantastic staff	80
Wonderful	92
Excellent	88
Had a wonderful time at our family member's destination Wedding.	100
good time was had	60
Connection to Casino Mall	80
It is a nice property close to Airport.	80
EXCELLENT HOSPITALITY	100
Honeymoon first stop	100
money worthy, excellent staff service	100
Barrie caller	100
Simple but efficient hotel at a good location	71
opinion of Radisson	80
Weekend break	100
Fantastic hotel. Want to go back!	100
Excellent	88
Want to go for Cisco lab exam? Aloft is your only option!	100
Very convenient & comfortable hotel	100
Very Poor	29
Second time!	100
super good	100
I don't recommend this hotel	50
Good	79
Great deal!	100
Great Hotel	80
Ideally located, clean, comfy and friendly.  We stayed eight nights in a standard room - very happy.	92
Sydney CBD accommodation	100
Exceptional	96
Great location for visiting central Ireland	96
Not as good as we thought.	83
Q1	54
Good	75
Excellent hotel and staff - very enjoyable stay	100
A proprty worth staying.	100
Good	71
Mr jaz Aquaviva	100
Great hotel and location	100
Perfect vacation	100
Good	79
Exceptional	96
Great place to get away from Canberra's freeze!	100
nice hotel	100
Clean Room	60
weekend stay	100
Disappointed this visit	83
Great	100
Excellent	88
Okay	58
Exceptional	96
Poor quality, Awful Amenities and Terrible Service!	20
Wonderful	92
It's awesome for families seeking a relaxing vacation away from the crowds	100
The hotel was so bad we couldn't even stay there!!	20
Ok, but room for improvement despite excellent location	67
Family celebration	100
Started horrible but..	80
Amazing place	92
Disappointing	42
Great stay at The Hall	92
Dive into La Digue!	96
Cod	58
Excellent location	100
good but old	64
Long time guest	100
Amazing resort	100
Good	75
Exceptional	100
Exceptional	96
Average	62
Okay	58
couples holiday	100
Superb place! I would would go again for sure !	100
Great location and wonderful location	100
Exceptional	100
Very Good	83
Brilliant stay at this hotel - can't recommend enough!	100
Dissatisfied, spa is the only saving grace	54
Absolutely Beautiful!	100
Exceptional	100
Adequate hotel but poor service	46
Very disappointing.	58
Loved it	100
Great hotel near Potsdam	96
Pleasantly surprised	100
i wish to go back to las islas :-)	100
Very Good	83
Comfortable, excellent breakfasts and very welcoming	92
Excellent	88
Excellent location	80
Great location could use some improvements	80
Fun and accommodating	100
Outstanding service in a beautiful well located hotel	100
Very Good	83
Great for Business Travel	80
Hotel room a bit aged but excellent service and food	80
LOVELY HOTEL SITUATED ON THE INNER HARBOR IN VICTORIA, B C	100
Awesome Experience	100
Great view, and strange hotel structure.	58
One of the better ones !	100
room and bathroom were clean - breakfast variety are fare enough - location is very suitable.	92
Nice place close to historical areas and food court by the river	100
time for a face lift or new lifts anyway	40
Unsanitary Place	20
Best hotel on the Riverwalk	100
Pleasant	67
Nothing is perfect, but wonderful in many ways!	80
Affordable	58
Exceptional	100
Brilliant atmosphere!!	100
Great stop! Clean and friendly.	80
Very Good	83
Consistently good!	100
Not Impressed	46
Nice hotel Near Airport and to catch a flight	67
Excellent	88
Summer 2017	100
Good	79
Good	75
ALL POSITIVES  :)	100
Good value for the price u r paying	96
Loved every minute	100
Good	71
Decent for price and location	71
Excellent	88
Poor	38
Historic but comfortable	100
Large comfortable spaces	83
An unexpected surprise	100
Exceptional hotel	100
Luxury on the road	100
Beyond our dreams in (almost) every way	100
Exceptional	96
General	80
NOT Sure what to make of it	60
Lovely, friendly, immaculate and definitely will return!	100
Clean	63
A Good Value and Convenient Hotel	96
Close to Railway Station	71
Pleasant	67
Wonderful	92
Exceptional	100
Exceptional	100
Really enjoyable, thank you	100
Clean and Fun	96
Pleasant	67
Good	75
Good	75
Nice hotel next to 9 holes par 3 golf course.	80
Nice and clean	100
Venice made easy.	100
Everything was good except the pool.	83
Average	60
Good service and Good team	100
Beautiful, renovated real NY style rooms	83
Pleasant	60
First time at Grove Park - was not disappointed	80
Lubeck fun...	92
Nice hotel far from the beach!	80
Very Good	83
convenient for airport layovers	71
June visit	100
Nice trip	100
An enjoyable stay at an iconic hotel	83
Poor service. I suggest you go elsewhere	50
Stay in De La Paix	88
Great location with pricey parking	60
Short stay, always pleasant	100
Good property	80
Lovely setting for such poor food	40
Very Good	85
Ideal touring position but accommodation and breakfast needs attention	67
Location was excellent	100
Amazing Everything	100
Very warm and comfortable	79
Very very basic hotel	29
Great location and service for great family experience	100
The room is a bit small for my taste so there was not enough room for me to do any big exercises.	79
Excellent stay.	100
Excellent place and location	100
The hotel was really wonderful nice stay there.	96
Exceptional	100
Gorgeous views	96
Due to hidden fees I would never stay here again.	96
Stayed 2 nights	80
Great stay for first or last night	96
Pleasant	67
Good value border hotel	79
Good location and value for money if you are passing by or staying up to few days	67
Great resort with nice staff!!	80
PASSING THRU	80
Good, but not worth the £220 I paid.	50
Fab hotel	100
Good	75
Very nice for long weekend.	100
Good Airport Hotel	80
Nashville Splashville	96
Very Good	83
Great hotel	100
Hotel services	20
Just ok	88
Birthday trip	100
Poor	38
Cozy and great located hotel	100
Exceptional	100
Value for money at decent location.	79
very nice place!	100
Exceptional	96
Great accommodation and good for young families	80
will definetely be making areturn trip if not this year certainly next year.	100
Exceptional	100
Great affordable motel close to city center	96
Sheer Luxury	100
Great hotel for relaxing and recharging	100
will be booking agin in the future and bringing some friends and family	100
Family overnighter	80
Comfortable hotel for overnight stay	79
Very Good	83
Best resort!	100
Great value in the heart of Chinatown	96
We had a great time and will be back in the future	100
You get what you pay for	42
Poor	20
Best hotel in Paris$	100
Pleasant	67
Awful hotel, but cheap.	42
Nice hotel in a villa neighbourhood just in the heart of Lido	92
Amazing!	100
Hen weekend	80
A very Good Stay	80
Good spot to stay in Dingle	96
Exceptional	100
Unprofessional and Unorganized	58
Business trip	80
Don't burn yourself on the tricky water	50
Excellent Stay	80
Ok hotel	46
Friendly staff	80
Great pool	80
Excellent	88
Comfortable stay	71
Perfect hotel.	100
Great place to stay. Friendly and helpful staff.	100
Amazing holiday.. cannot wait to return next year!	100
Great Fun	80
Beautiful boutique hotel in prime location	100
The short stay was a very pleasant one.  Thank you for the great hospitality!	88
The bed worked and i slept.	75
Nearly,  but not quite.	83
Reality	100
Good	79
Big Room	100
Best kept secret of Venice	100
Good stay	71
Melia Vienna	100
Exceptional	96
Medieval style hotel in nice setting	75
Parking cars not free	67
GREAT BUDGET HOTEL	80
Janee Chestnut's Experience	100
Even better than I thought it would be...	100
Loud construction and terrible water pressure.	20
Excellent for business travellers or weekend tourist trips	80
Excellent	88
Great hotel lovely staff	100
Nice place close to town	80
recommanded to those who enjoy quiet and cozy environment	100
Amazing place to stay	100
Convenient and clean	88
Number 1 for good reason	100
Great hotel!	100
Excellent family run hotel.	96
stunning	96
Hassle free hotel	96
Wonderful	92
Excellent location.	88
Very relaxing	80
Affordable and in the Perfect Location	100
Je n'y retournerai pas.	46
Deftone fans satisfied	79
Pleasant	67
Decent for the money	63
Exceptional	96
Beautiful experience!	100
Quick trip	100
Stay wa verys enjoyable, albeit it was for one night only.	100
Pleasant	63
Very Good	83
Our 4th trip to the Sunset	100
Most memorable stay.	100
A lot of thought is needed.	42
Overall good hotel	75
beautiful hotel	100
Good and pleasant stay	92
Lovely hotel.	92
Montego Bay  visit	80
Good	79
Comfortable stay in ye olde world village	100
Could be better	60
Almanar hotel is nice	100
Disappointing	42
Except for the drains not working our stay was great	67
Passing Through	100
Excellent	100
Great location, but don't expect great hospitality	60
Good location and value for money	63
Disappointing	40
Very nice room breakfast was not good	79
Second stay, great experience as usual	88
Good	71
lovely apartment	100
Made you feel at home.	100
Great stay with shortcomings.	71
Hyatt Regency Dubai Creek Heights	100
Feel Like Home	92
Exceptional	96
Convenient for stations	40
2nd time it get better	75
Renovation	80
Last Resort	40
Exceptional	100
Awesome	100
Exceptional	96
A Tiny Oasis	100
Amazing value	100
Affordable and convenient!	83
Lovely & relaxing holiday	100
Charming hotel in the heart of Paris	100
Use the taxis	60
Five Stars!	100
Good accommodation in the centre of London	80
Lime Wood Herb House Spa	80
Rubbish, embarrassment to Hilton brand	40
Good	71
Great value for money	100
Hospitality	100
Exceptional	100
Happy stay at Backpackers in Jeju	88
Not value for money and biggest disappointment	38
good and convenient place to stay when going to the Grand Canyon	100
Excellent	88
Stay while attending a meeting at the hotel	83
Very pleasant experience.	100
Visit experience	80
Nice hotel. Excellent room.	100
Hyatt Raipur	88
Loved our stay at the Omni	100
Fair	54
Disappointed	40
By far the best location for Happy Hour!	100
Very good place for staying	88
Exceptional	100
Hungary experience	60
A wonderful week.	100
Great place to stay!	80
Fantasitc Location and Lovely Hotel	100
Overnight after the ferry	50
Very Good	83
Pretty good!	79
Great value of money.	79
Amazing	96
Our new go to stay....	100
Great location, friendly host BUT DON'T EXPECT MUCH OF ROOMS!	40
Enjoyable stay	96
Comfortable extended stay!	79
Simply wonderful ...	88
Exceptional	100
Gives 2.5 stars from 5	71
Yosemite View Lodge is an excellent location for visiting Yosemite.	88
Pizza in the.garden watching the world go by...	80
Exceptional	96
Great location and good room	100
Very Good	83
Ok if you need to be at the airport	67
Great hotel	100
Xmas 2016 and new year Jan 2017 in Kuredu	100
Good	79
A decent place for Milan and pretty close to the centre.	71
Great resort	100
Partial Luxury at Best (Good Sleep/Terrible Water Pressure)	60
Relaxing retreat	100
Lovely hotel excellent location beside the trains !	100
Smelly room	63
Room in a basement	88
Disappointed	60
Great location and staff	100
A good base for Dublin.	100
A place full of Serenity and nothing to complain about	100
Family Vacation	100
Disapointing old fashioned room needs refreshed, radiator gurgled all night	54
Great for river walk getaway.	100
Under construction.	54
Highly Recommend	100
Quiet	52
Holiday with friends	80
Best place	100
Party was great, meeting friends old and new.	71
Wonderful	92
Very Good	83
beautiful rooms, on the ocean, amazing stay!	100
Exceptional	100
Great airport stay	80
Wonderful location!!!!	100
Nice to stay for short period	88
Location yes. Rest no	46
Great stay, great rate	100
Satisfied!	67
Now I know why it's called Hotel Mirage...	58
Weekend break fantastic hotel- couldnt fault it	100
Clean hotel.	100
Wonderful	100
Wonderful!	80
Exceptional	96
Most stressant and rude staff ever!	20
Good and bad place	71
I shall return but not the same resort	60
Dissapointed	40
Cute little hotel away from the touristy area but close enough to walk or take public transportation	71
Brilliant location, modern & friendly staff.	100
Pleasant	67
A very relaxing happy holiday ......	80
Awesome	100
Terrible Hotel!	20
Peaceful Oasis	100
Overall great time and nice resort, but horrible attention to detail.	80
Warm & Friendly!	100
Beautiful Grounds/Friendly Staff	80
Relaxing stay in the Chianti region	92
Value for money accommodation in a beautiful location in the centre of Athens !	79
The best option to stay for a day or couple between flights	88
Wonderful	100
Nice for Families.	100
Pleasant	67
Worth staying	79
Don't Bother	40
Good stay at DeVere	83
Construction	60
Amazing trip for two!	100
Best stay in San Antonio	100
Good	75
Great hotel	100
Nice but room for improvements	60
The best place to stay in Mundaka	100
For the price, a very good stay.	79
Kentia - Excellent for a relaxing break	100
Excellent hotel	100
Awesome staff Great hotel	100
Disappointing	46
Noisy	40
A choice you won't regret	100
Thank you Marco and Franco	58
Muy buena	100
Exceptional	100
Bad hot water system in beautiful stately old building.	38
excellent hotel in the heart of everything and everywhere you would want to see or visit	100
Effective staff, good service and a caring Chef	100
Very expense,	46
Extra freindly staff	100
But for the neighborhood	80
Great Service but outdated hotel	60
slipping back a bit since last visit in 2011	60
Very Good for me!!	100
Good	75
First Galway visit	96
Lovely Afternoon Tea	100
2	67
Stayed because cheap.	60
Good hotel for business	80
Classy stay	100
Gorgeous River Views, Shuttle Boat from hotel to Sky Train Metro	80
Wonderful hotel and excellent breakfast	100
Okay	58
great location for visiting the Battle of the Boyne	75
Very Good	83
Excellent Hotel	100
Very Good	83
A very nice, naturely and quiet place to stay!	79
Great Service	100
Bad room service	33
Good	79
Great price,location,comfort.would stay again	100
Always excellent!	100
Utter crap	20
Good location/good value	80
A good short stay	96
brilliant and relaxing	100
Wonderful hospitality in Cork!	100
Good	79
great location	100
Fair	54
Excellent stay as usual!	100
Good	75
Good	75
Exceptional	100
It was a 50/50 stay	71
Very good	80
Good	75
Awesome stay!	96
Nice Place	80
Two nights at the hydro	71
Excellent location, friendly staff	92
We really enjoyed our visit!!	80
Great stay	83
Excellent value	92
Excellent hotel with large pool area	100
Cheap hotel, terrible staff	54
Perfect for a family with 2 small children.	100
Good	75
Had better hotels a lot cheaper	38
Nice Hotel	100
Shame reception no good at valuing customers	80
Comfy bed in country accommodation	92
Older hotel, needs updating	60
Only one good thing - the distance to Wembley Stadium	58
Comfortable and Clean	80
My Most Recent Visit 2017	100
Close to Riverwalk	80
Amazing as always	100
Rubbish hotel	20
ECONOMICAL, NOT IMPRESSIVE, BUT FOR TIGHT BUDGET OK..................	63
Perfect for relaxing	80
Exceptional	96
Relaxing short break in a very welcoming and comfortable hotel	92
Great place to stay.	96
Pleasant	67
nice resort right on the beach.	83
Quirky with ambience	83
nice but again over-priced	58
Dog Friendly Room	60
great conference hotel	80
Poor Service	25
Good location cramped rooms	54
Disappointing	46
Good	71
Good to stay in for a couple of days	58
Very nice hotel.	83
Good hotel, GREAT location.	80
Nice motel.  Very affordable.  Many amenities.	100
The Best of the Best	100
Good room, ok staff service	71
Fair	54
Snuggling in to a Smugglers Inn	100
Fair	54
Smiles at breakfast.	88
Exceptional	100
Exceptional	100
Affordable  hotel	80
Watch out	46
Great resort	100
Great stay	100
Interessantes Preis - Leistungsverhältnis	100
Nice and relaxed	83
great price - great stay	100
Good location.	80
Excellent	88
Exceptional	100
Good room for the price.	92
Exceptional	96
Gorgeous Hotel, Incredible Service	100
Excellent holiday!	100
Carmel delivered service, comfort & location.	100
Exceptional	100
Nice hotel in Santorini	80
Nice stay in Hamburg	96
Very Good	83
** SUPERB CUSTOMER SERVICE + LOCATION **	100
Perfect Suite	100
The Best Location in Newcastle	100
Definitely coming back	100
Very comfortable family hotel	100
The best of down east hospitality.	100
Great beds and pillows	80
Very Comfortable	100
Amazing stay	92
Family vacation	100
Excellent Holiday	100
Excellent	88
Good Family Stay Hotel, Not Just For Airport Travelers	80
Excellent location	100
Ok for pendleton	60
Great hotel	100
Excellent	88
This hotel has got 6 pools	80
Pleasant	67
Would recommend these apartments	100
Very nice for the price!	88
Great hotel	100
Exceptional	96
Good	71
Good location nice staff but rooms to small.	71
Family reunion done right!	100
Exceptional	100
Exceptional	100
Location and views	100
Bliss in Beaufort!!	100
Well worth a visit	96
Fab holiday	100
Very Good	83
Great hotel in an ideal location	100
Wonderful	92
Good	75
Brilliant service - Amazing	100
I would recommend, it was good value for the price paid	60
Exceptional	96
Good	71
2nd Visit from the UK	100
Exceptional	100
Good location and facilities, just expensive for what you get	54
Awesome friendly staff!	100
We would come again.	96
excelete	100
Brilliant!	100
Wonderful stay	100
Actually the best choice for the area	80
Good	79
Unique experience in a fantastic location	100
Started Bad but ended up Great	80
Great location. Beware of the wifi as not secure and we were hacked.	96
Service standard below minimum expectation	54
Exceptional	100
Prefect place.	88
Weekend break at Whittlebury Hall	60
Nice place close to beach	100
Great three generation hotel	80
Not a castle...	80
Good	79
Family 4th Trip	100
Location , clean , friendly, value for money.	79
nice view of the parking lot	60
Nice location, subject to street noise	80
You don't get what you pay for!	60
An iconic Hotel	71
Family Reunion	100
Very good	92
Nice amenities, mediocre rooms, no towels.	60
No frills but clean and comfortable.	75
Disappointing	60
Peaceful oasis in busy Sirmione	100
Very Good	83
Spectacular hotel and setting	100
A great place to stay in Austin Texas	100
Good for overnight stay however impersonal feel.	79
Travelodge rooms	60
Great place to stay in Tsim Sha Tsui	100
Cheap but not so cheerful	46
Montana Vacation	60
Enjoyable stay	100
GOOD FOR THE PRICE	100
Good value for money	83
It was worth the spent	79
Winter in Echuca	75
family environment	100
Rainy day sunshine!	88
Excellent hotel near city center	100
Great even during renovations!	100
I would recommend this Hotel to my friends!	100
Great Location, Attentive Staff	80
Great location, spotless apartments	80
Good, clean hotel with decent facilities but patchy wifi	96
excellent walking break	96
Very Good	83
Idealic location for rest and relaxation	100
Great hotel with a breathtaking view of the Douro	96
Easy to recommend and reliable Hollywood Highlands hotel	83
Pleasant	67
Holiday	60
Cramped and unclean	46
Quaint and cosy	88
Great staff	80
Excellent experience	100
Overnight stay	100
Howard Johnson Stay	58
Art Deco jewel near the Accademia	100
Wonderful	92
Very comfortable .	92
Fair	54
Exceptional	100
Satisfactory	71
Very disappointed. Beautiful hotel, needs proper management.	46
Great beach	60
Not the Best	58
Disappointed	40
Very disappointed with the room	42
Pleasant stay	88
Wonderful	92
Good place to stay. Clean, quiet and with comfortable room. Staff helpful and friendly.	96
Disappointed	29
Exceptional	100
Pleasant	67
Awww Inspiring	100
Excellent	88
Highly Recommended	100
Nice hotel and lots of near by places	60
I would not recommend this hotel especially if you have young children.	46
Very friendly owner	100
Poor	38
Better off at Sea Ranch or Timber Cove if you want to relax and enjoy surroundings.	50
Exceptional	96
Thank you	80
Weekend away	80
Excellent service, enjoyable stay	100
Stay worth every penny!	100
Should give a chance	96
Good stay. Will return for next visit.	80
Good	75
An average location with not much to write home about	60
Rooms Nice - Food Not great	60
A perfect location for those taking an exam in nearby prometric center.	80
Great value for money.	79
Thank God for Frank	79
Excellent	88
Nice location very clean	92
Good city location	71
very good	100
Our 10 day stay @ the Guv'nor Inn.	80
AMAZING!!!	100
Convenient since it's near to the airport	79
Amazing!	100
Good value for the price.	75
Really stinky room with no openable windows	20
Recommend	92
Classy place for a Plaka visit	92
good for money saving	63
Central comfortable room	75
Great location and value for money.	88
Worst hotel ever	20
Great little find	100
Great place to stay	96
Exceptional	100
Disappointing	42
The hotel is very elegant and clean.	100
Exceptional	96
3 1/2 stars at best	60
Exceptional	100
Gorgeous spot for lunch in Ravello...	100
A bit cheaper than other facilities in the vicinity.	50
Excellent	100
Coming back for sure!	96
Pleasant	67
Aloha all the way	80
Wonderful family hotel with Fantastic Staff & Views!!	96
Great hotel with lovely staff	100
Non-caring	54
Review	58
I attended the National Organization for Women annual convention.	100
Lovely hotel,value for money	100
Pleasant	63
Excellent service in an unbeatable location	100
Great location	79
Pleasant	67
Really nice location, not far from airport	80
Very Good	83
Quiet location	83
Best stay ever	75
excellent stay	100
The hotel is mainly clean and welcoming but there is evidence of cost cutting on guest comfort	79
modern hotel	88
Fees	20
Ok hotel, best beach area	60
Put this on your Bucket List	100
Great stay, amazing location, convenient	96
Exceptional	100
Ambience plus, in the heart of Vancouver	100
Birthday party	100
Good location if you are going to the ball game.	75
Very Relax	80
Wonderful	92
Wouldn't go back.	54
Fair	50
I WILL NOT BE STAYING FOR A SECOND VISIT.	38
Excellent service.. comfortable	100
Nice hotel in good location	96
Friendly family run accommodation	92
Very nice and big appartment for family and friends!	96
Baha'i House of Worship visit had a pleasant and welcoming conclusion in Hotel Monopol	92
Excellent	88
Fair	54
Friendly reception.	67
Stay in Stratford on Avon	100
IN a good location, good value for money!	88
Basic but nice	60
Exceptional	100
Nice hotel but not 5*	80
Near train station best value	100
Great hotel a short walk from the centre of Florence	96
Don't accept room 6	33
Lovely stopover on drive to Italian Lakes.	100
Great location	79
Perfect for a quick getaway at the Nurburgring! Alex was great.	100
Disappointing stay	63
Good mid price hotel.	92
Helena Montana Trip	80
Haworth	100
Pleasant	67
Lots of amenities but some issues	60
Pleasant	67
Enjoyed the stay.	80
Will return again - only in the winter!	75
Not Central to the city but worth the price.	80
Great place and friendly staff!	100
Exceptional	100
Wonderful	92
Waste of time and money	42
Excellent	100
We will come back... for sure	100
Family holiday	40
Returning to hotel soon but asked not to be allocated next to house keeping office.	79
Low value for price, paid WiFi	38
Nice	100
The sun inn	100
Relaxing hotel in beautiful location.	83
Great place to stay within walking distance to Cork.	100
Need improvement in front desk & Transparency on billing	67
Nice stay	75
Good	79
Great, affordable place close to Bolzano	92
Excelent tranquil serenity	100
Fair	54
Great rooms!	88
Poor customer service. Be warned!	46
Great hotel overlooking the beach	100
Decent airport hotel. Friendly Night staff.	83
You get what you pay for	63
Excellent	79
Convenient location, close to attractions	80
Wonderful	92
Outstanding service	100
Lovely stay	79
Great for an overnight to Europa Park.	88
Holiday	100
Good	71
Great breakfast and location!!	92
They charged me extra. But way	100
Awesome	80
Holiday	80
Exceptional	100
Over promise, under deliver	40
pretty good but pricey	75
Fair	54
Farewell Week end	79
Business trip	100
Beautiful resort with exceptional customer service	100
Great value for money & all facilities very good, including buffet breakfast	88
Awesome stay	75
Pros and Cons	60
Loved this place!!!	100
Excellent location and friendly staff	92
Handy to city centre and modern apartment	100
Good	79
Not good for family	29
Good value	96
A little out-of-date	71
Cheaply furnished and designed.	50
This hotel trades on its view, but scratch under the surface & you could be dissapointed	83
Exceptional	100
Fair	50
A rather tired, but still impressive Grande Dame	80
Good.	75
Enjoyed our stay and we will come back	100
Had a nice time	80
Wonderful hotel!	100
Stayed for Irish nationals	80
value for money, recomended	79
Okay stay though not close to attractions	58
Short stay but close to airport and shopping	80
Good	75
Not very pet friendly.	65
Will revisit definitely	88
Don't stay here	20
Overnight Family Room	80
Good	75
WORST Hotel I have ever stayed in!	29
Pleasant	63
Comfortable	67
Be careful with the valet parking	80
1 night stay	80
Staff not accommodating	40
Salalah Rotana Resort Stay	80
Very Nice	80
Great for families with young kids... no so much for business trip	60
6 lovely days	100
Great breakfast.	100
Good location and fair price for central London.	79
Weekend Get away	80
Very Good	83
Poor	33
Wonderful weekend at the Cottages!	96
Poor never again	33
very good experience	80
amazing	100
Perfect base for Valetta sightseeing	83
Many good things, but not up to 4.5 stars	80
Nice hotel, great location	80
Poor	33
check out time extension	100
Not luxurious, but good value for the money.	67
Exceptional	100
Exceptional	100
AMAZINGGGGGG!	100
Grand Old Lady	80
Wonderful room, staff and free breakfast	100
Artemis hotel is an amazing stay and a cappadocian life experience	100
Great service, value for money	83
Wonderful hotel great host.	100
1 night stop over for Tokyo Disneyland	80
Great location	92
Great location and friendly staff!	96
